ti,tf,T,S,Archivo,Corriente
391,391,1,0.011419245520355309,20,-0.027521
415,415,1,0.011840708686331108,20,-0.027684
423,423,1,0.01075530361249577,20,-0.027738
499,499,1,0.006804408951195551,20,-0.028254
518,518,1,0.08642345089710124,20,-0.028382
545,545,1,0.005848628761119912,20,-0.028566
553,553,1,0.008739695564938699,20,-0.02862
560,561,2,0.4983453055459313,20,-0.028667
667,667,1,0.006193837046320594,20,-0.029393
700,700,1,0.00585521938156186,20,-0.029617
730,730,1,0.009744835295347198,20,-0.02982
784,784,1,0.018729337353219022,20,-0.030186
799,799,1,0.022037239866107727,20,-0.030288
867,867,1,0.015289257843974058,20,-0.030749
895,895,1,0.008570695229686454,20,-0.030939
971,971,1,0.008538555438083573,20,-0.031454
147,147,1,0.007693114444715987,21,-0.025867
216,216,1,0.009320766943877623,21,-0.026335
234,234,1,0.009176979177917127,21,-0.026457
252,252,1,0.010630659564913408,21,-0.026579
277,277,1,0.01020589021083565,21,-0.026748
379,379,1,0.00888113279406999,21,-0.02744
415,415,1,0.007989273472450348,21,-0.027684
429,430,2,0.039397535229281716,21,-0.027779
476,476,1,0.1791441799919281,21,-0.028098
485,485,1,0.010231185943530785,21,-0.028159
513,513,1,0.008690704244567082,21,-0.028349
578,578,1,0.021551736878904437,21,-0.028789
619,620,2,0.22619310591806463,21,-0.029067
641,641,1,0.039527794041575914,21,-0.029216
660,660,1,0.011691488696502161,21,-0.029345
710,710,1,0.012735548746866443,21,-0.029684
715,715,1,0.007862283209886467,21,-0.029718
726,727,2,0.09738700765693298,21,-0.029793
768,768,1,0.012676913806922485,21,-0.030078
826,826,1,0.006765102120862454,21,-0.030471
889,889,1,0.007391555204383837,21,-0.030898
895,895,1,0.00839315253042583,21,-0.030939
899,899,1,0.010215496904825483,21,-0.030966
1006,1006,1,0.007613418675640693,21,-0.031692
133,133,1,0.008341891685867811,22,-0.025772
146,146,1,0.009099707555608516,22,-0.02586
224,224,1,0.008694427390653986,22,-0.026389
251,251,1,0.00998670913213845,22,-0.026572
312,312,1,0.007116085517370613,22,-0.026986
411,411,1,0.02601742945357674,22,-0.027657
417,417,1,0.008117352601812317,22,-0.027698
420,420,1,0.009634088492633863,22,-0.027718
444,444,1,0.009189370306737527,22,-0.027881
459,459,1,0.0096032571898301,22,-0.027982
474,476,3,0.039916175095187134,22,-0.028084
481,481,1,0.00848996121172968,22,-0.028132
495,496,2,0.02649640464258829,22,-0.028226
504,504,1,0.012137312826883684,22,-0.028288
512,512,1,0.09058395308545891,22,-0.028342
579,579,1,0.37392826894974956,22,-0.028796
590,590,1,0.006901880157395346,22,-0.028871
593,593,1,0.03915215899099811,22,-0.028891
658,658,1,0.00941184264597672,22,-0.029332
777,777,1,0.0073487217112532255,22,-0.030139
804,804,1,0.009964031562307407,22,-0.030322
807,807,1,0.0260114274001384,22,-0.030342
826,826,1,0.011630026065049481,22,-0.030471
832,832,1,0.010260425418186947,22,-0.030512
893,893,1,0.009122894733750164,22,-0.030925
924,924,1,0.006124614237125625,22,-0.031136
987,987,1,0.007223839363533213,22,-0.031563
252,252,1,0.005629663554492653,23,-0.026579
262,262,1,0.009852687764798251,23,-0.026647
355,355,1,0.008908841894310321,23,-0.027277
359,359,1,0.01764373783492501,23,-0.027304
384,384,1,0.009683900767182646,23,-0.027474
438,438,1,0.015663292925472194,23,-0.02784
441,441,1,0.013160253868177124,23,-0.02786
496,497,2,0.05035978451661688,23,-0.028233
519,519,1,0.11772940351609601,23,-0.028389
527,527,1,0.031786516239070306,23,-0.028443
564,564,1,0.03306523508066361,23,-0.028694
570,570,1,0.011888260576656817,23,-0.028735
636,636,1,0.0087536410480471,23,-0.029183
662,663,2,0.22658413309307202,23,-0.029359
736,736,1,0.012458716872006503,23,-0.029861
747,747,1,0.015203848721689117,23,-0.029935
773,773,1,0.009160361260896588,23,-0.030112
822,823,2,0.020096915986859587,23,-0.030444
894,894,1,0.007205116906536246,23,-0.030932
936,936,1,0.011521002326284058,23,-0.031217
208,208,1,0.006228335942005461,24,-0.02628
344,344,1,0.005959321067322498,24,-0.027203
393,393,1,0.008003334467192952,24,-0.027535
395,396,2,0.07714804942356276,24,-0.027548
425,425,1,0.014245581055947587,24,-0.027752
452,452,1,0.010719941831920932,24,-0.027935
461,462,2,0.025840616124687965,24,-0.027996
498,498,1,0.00918267342076834,24,-0.028247
523,524,2,0.100662124073998,24,-0.028416
576,576,1,0.012285145092871652,24,-0.028776
590,590,1,0.012123497699832009,24,-0.028871
614,614,1,0.130924537353181,24,-0.029033
646,646,1,0.011067736389723914,24,-0.02925
698,699,2,0.25530337729495167,24,-0.029603
752,752,1,0.00685522349611567,24,-0.029969
764,764,1,0.0050992172621020515,24,-0.030051
769,769,1,0.008700882428973489,24,-0.030084
